Entity,Code,Year,
Slovenia,SVN,2000,28.62
Slovenia,SVN,2001,29.12
Slovenia,SVN,2002,29.12
Slovenia,SVN,2003,29.38
Slovenia,SVN,2004,30.28
Slovenia,SVN,2005,32.9
Slovenia,SVN,2006,32.67
Slovenia,SVN,2007,33.04
Slovenia,SVN,2008,35.05
Slovenia,SVN,2009,32.84
Slovenia,SVN,2010,33.38
Slovenia,SVN,2011,35.32
Slovenia,SVN,2012,36.4
Slovenia,SVN,2013,36.65
Slovenia,SVN,2014,38.12
South Africa,ZAF,2003,14.32
South Africa,ZAF,2004,14.74
South Africa,ZAF,2005,14.72
South Africa,ZAF,2006,15.35
South Africa,ZAF,2007,16.26
South Africa,ZAF,2008,16.21
South Africa,ZAF,2009,16.19
South Africa,ZAF,2010,17.01
South Africa,ZAF,2011,16.88
South Africa,ZAF,2012,16.68
South Africa,ZAF,2013,16.36
South Africa,ZAF,2014,16.1
South Korea,KOR,1953,1.37
South Korea,KOR,1954,1.39
South Korea,KOR,1955,1.46
South Korea,KOR,1956,1.46
South Korea,KOR,1957,1.56
South Korea,KOR,1958,1.57
South Korea,KOR,1959,1.56
South Korea,KOR,1960,1.54
South Korea,KOR,1961,1.58
South Korea,KOR,1962,1.52
South Korea,KOR,1963,1.63
South Korea,KOR,1964,1.79
South Korea,KOR,1965,1.72
South Korea,KOR,1966,1.92
South Korea,KOR,1967,1.93
South Korea,KOR,1968,2.02
South Korea,KOR,1969,2.2
South Korea,KOR,1970,2.4
South Korea,KOR,1971,2.72
South Korea,KOR,1972,2.95
South Korea,KOR,1973,3.43
South Korea,KOR,1974,3.93
South Korea,KOR,1975,4.39
South Korea,KOR,1976,4.54
South Korea,KOR,1977,4.8
South Korea,KOR,1978,5.05
South Korea,KOR,1979,5.24
South Korea,KOR,1980,4.93
South Korea,KOR,1981,5.09
South Korea,KOR,1982,5.31
South Korea,KOR,1983,5.85
South Korea,KOR,1984,6.45
South Korea,KOR,1985,6.52
South Korea,KOR,1986,7.36
South Korea,KOR,1987,8.12
South Korea,KOR,1988,9.05
South Korea,KOR,1989,9.86
South Korea,KOR,1990,10.93
South Korea,KOR,1991,11.94
South Korea,KOR,1992,12.72
South Korea,KOR,1993,13.63
South Korea,KOR,1994,14.72
South Korea,KOR,1995,15.91
South Korea,KOR,1996,16.68
South Korea,KOR,1997,17.46
South Korea,KOR,1998,17.52
South Korea,KOR,1999,19.19
South Korea,KOR,2000,19.77
South Korea,KOR,2001,20.12
South Korea,KOR,2002,21.43
South Korea,KOR,2003,22.62
South Korea,KOR,2004,23.74
South Korea,KOR,2005,25.37
South Korea,KOR,2006,25.75
South Korea,KOR,2007,27.2
South Korea,KOR,2008,27.56
South Korea,KOR,2009,27.25
South Korea,KOR,2010,29.71
South Korea,KOR,2011,31.01
South Korea,KOR,2012,29.72
South Korea,KOR,2013,31.35
South Korea,KOR,2014,31.53
Spain,ESP,1950,3.92
Spain,ESP,1951,4.64
Spain,ESP,1952,4.89
Spain,ESP,1953,4.73
Spain,ESP,1954,5.37
Spain,ESP,1955,5.69
Spain,ESP,1956,6.14
Spain,ESP,1957,6.31
Spain,ESP,1958,6.47
Spain,ESP,1959,6.39
Spain,ESP,1960,7.16
Spain,ESP,1961,7.96
Spain,ESP,1962,8.66
Spain,ESP,1963,9.4
Spain,ESP,1964,9.8
Spain,ESP,1965,10.25
Spain,ESP,1966,10.89
Spain,ESP,1967,11.32
Spain,ESP,1968,11.98
Spain,ESP,1969,12.94
Spain,ESP,1970,13.28
Spain,ESP,1971,13.81
Spain,ESP,1972,14.79
Spain,ESP,1973,15.46
Spain,ESP,1974,16.16
Spain,ESP,1975,16.56
Spain,ESP,1976,17.68
Spain,ESP,1977,18.51
Spain,ESP,1978,19.87
Spain,ESP,1979,21.03
Spain,ESP,1980,22.44
Spain,ESP,1981,22.25
Spain,ESP,1982,21.96
Spain,ESP,1983,21.96
Spain,ESP,1984,22.64
Spain,ESP,1985,22.72
Spain,ESP,1986,23.84
Spain,ESP,1987,24.61
Spain,ESP,1988,25.64
Spain,ESP,1989,26.67
Spain,ESP,1990,27.16
Spain,ESP,1991,28.01
Spain,ESP,1992,29.29
Spain,ESP,1993,30.75
Spain,ESP,1994,32.25
Spain,ESP,1995,33.34
Spain,ESP,1996,33.97
Spain,ESP,1997,35.05
Spain,ESP,1998,35.62
Spain,ESP,1999,35.44
Spain,ESP,2000,36.17
Spain,ESP,2001,36.2
Spain,ESP,2002,36.8
Spain,ESP,2003,35.78
Spain,ESP,2004,35.93
Spain,ESP,2005,37.4
Spain,ESP,2006,39.02
Spain,ESP,2007,41.37
Spain,ESP,2008,42.13
Spain,ESP,2009,43.87
Spain,ESP,2010,44.22
Spain,ESP,2011,44.96
Spain,ESP,2012,47.54
Spain,ESP,2013,49.55
Spain,ESP,2014,51.1
Sri Lanka,LKA,1970,6.62
Sri Lanka,LKA,1971,6.53
Sri Lanka,LKA,1972,6.44
Sri Lanka,LKA,1973,6.37
Sri Lanka,LKA,1974,6.31
Sri Lanka,LKA,1975,5.9
Sri Lanka,LKA,1976,5.09
Sri Lanka,LKA,1977,4.52
Sri Lanka,LKA,1978,4.38
Sri Lanka,LKA,1979,4.13
Sri Lanka,LKA,1980,4.2
Sri Lanka,LKA,1981,4.48
Sri Lanka,LKA,1982,4.21
Sri Lanka,LKA,1983,4.18
Sri Lanka,LKA,1984,4.18
Sri Lanka,LKA,1985,4.51
Sri Lanka,LKA,1986,4.74
Sri Lanka,LKA,1987,4.88
Sri Lanka,LKA,1988,4.98
Sri Lanka,LKA,1989,5.03
Sri Lanka,LKA,1990,5.53
Sri Lanka,LKA,1991,5.51
Sri Lanka,LKA,1992,6.14
Sri Lanka,LKA,1993,6.19
Sri Lanka,LKA,1994,6.72
Sri Lanka,LKA,1995,6.88
Sri Lanka,LKA,1996,7.03
Sri Lanka,LKA,1997,7.35
Sri Lanka,LKA,1998,7.33
Sri Lanka,LKA,1999,7.27
Sri Lanka,LKA,2000,6.94
Sri Lanka,LKA,2001,6.79
Sri Lanka,LKA,2002,7.19
Sri Lanka,LKA,2003,7.45
Sri Lanka,LKA,2004,7.61
Sri Lanka,LKA,2005,7.58
Sri Lanka,LKA,2006,8.12
Sri Lanka,LKA,2007,8.8
Sri Lanka,LKA,2008,9.75
Sri Lanka,LKA,2009,10.76
Sri Lanka,LKA,2010,11.72
Sri Lanka,LKA,2011,13.12
Sri Lanka,LKA,2012,13.64
Sri Lanka,LKA,2013,14.2
Sri Lanka,LKA,2014,15.44
Sweden,SWE,1950,10.28
Sweden,SWE,1951,10.66
Sweden,SWE,1952,10.77
Sweden,SWE,1953,11.29
Sweden,SWE,1954,11.84
Sweden,SWE,1955,12.25
Sweden,SWE,1956,12.83
Sweden,SWE,1957,12.89
Sweden,SWE,1958,13.22
Sweden,SWE,1959,13.96
Sweden,SWE,1960,14.22
Sweden,SWE,1961,14.99
Sweden,SWE,1962,15.61
Sweden,SWE,1963,16.39
Sweden,SWE,1964,17.64
Sweden,SWE,1965,18.2
Sweden,SWE,1966,18.63
Sweden,SWE,1967,19.88
Sweden,SWE,1968,20.85
Sweden,SWE,1969,21.73
Sweden,SWE,1970,22.78
Sweden,SWE,1971,23.27
Sweden,SWE,1972,24.08
Sweden,SWE,1973,25.11
Sweden,SWE,1974,25.81
Sweden,SWE,1975,26.52
Sweden,SWE,1976,26.28
Sweden,SWE,1977,25.71
Sweden,SWE,1978,26.01
Sweden,SWE,1979,25.85
Sweden,SWE,1980,25.7
Sweden,SWE,1981,26.25
Sweden,SWE,1982,26.34
Sweden,SWE,1983,26.78
Sweden,SWE,1984,27.85
Sweden,SWE,1985,28.02
Sweden,SWE,1986,29.94
Sweden,SWE,1987,30.91
Sweden,SWE,1988,31.46
Sweden,SWE,1989,31.98
Sweden,SWE,1990,32.45
Sweden,SWE,1991,33.03
Sweden,SWE,1992,33.9
Sweden,SWE,1993,34.17
Sweden,SWE,1994,35.86
Sweden,SWE,1995,37.83
Sweden,SWE,1996,39.01
Sweden,SWE,1997,40.65
Sweden,SWE,1998,41.6
Sweden,SWE,1999,42.65
Sweden,SWE,2000,45.31
Sweden,SWE,2001,44.24
Sweden,SWE,2002,45.25
Sweden,SWE,2003,47.13
Sweden,SWE,2004,48.97
Sweden,SWE,2005,48.59
Sweden,SWE,2006,49.44
Sweden,SWE,2007,51.39
Sweden,SWE,2008,52.08
Sweden,SWE,2009,50.03
Sweden,SWE,2010,51.28
Sweden,SWE,2011,53.07
Sweden,SWE,2012,54.29
Sweden,SWE,2013,54.23
Sweden,SWE,2014,54.09
Switzerland,CHE,1950,13.75
Switzerland,CHE,1951,14.63
Switzerland,CHE,1952,14.38
Switzerland,CHE,1953,14.67
Switzerland,CHE,1954,15.31
Switzerland,CHE,1955,16.09
Switzerland,CHE,1956,16.81
Switzerland,CHE,1957,17.11
Switzerland,CHE,1958,16.74
Switzerland,CHE,1959,18.06
Switzerland,CHE,1960,19.08
Switzerland,CHE,1961,19.71
Switzerland,CHE,1962,19.87
Switzerland,CHE,1963,20.45
Switzerland,CHE,1964,21.27
Switzerland,CHE,1965,21.96
Switzerland,CHE,1966,22.56
Switzerland,CHE,1967,23.15
Switzerland,CHE,1968,23.85
Switzerland,CHE,1969,24.78
Switzerland,CHE,1970,25.88
Switzerland,CHE,1971,26.7
Switzerland,CHE,1972,27.56
Switzerland,CHE,1973,28.5
Switzerland,CHE,1974,29.34
Switzerland,CHE,1975,28.04
Switzerland,CHE,1976,28.37
Switzerland,CHE,1977,29.27
Switzerland,CHE,1978,29.78
Switzerland,CHE,1979,30.8
Switzerland,CHE,1980,31.96
Switzerland,CHE,1981,32.09
Switzerland,CHE,1982,31.56
Switzerland,CHE,1983,32.03
Switzerland,CHE,1984,33.15
Switzerland,CHE,1985,33.52
Switzerland,CHE,1986,34.82
Switzerland,CHE,1987,34.95
Switzerland,CHE,1988,34.87
Switzerland,CHE,1989,35.44
Switzerland,CHE,1990,36.43
Switzerland,CHE,1991,35.41
Switzerland,CHE,1992,35.62
Switzerland,CHE,1993,36.61
Switzerland,CHE,1994,37.45
Switzerland,CHE,1995,38.51
Switzerland,CHE,1996,39.62
Switzerland,CHE,1997,41.41
Switzerland,CHE,1998,41.74
Switzerland,CHE,1999,41.64
Switzerland,CHE,2000,42.22
Switzerland,CHE,2001,42.39
Switzerland,CHE,2002,43.28
Switzerland,CHE,2003,43.26
Switzerland,CHE,2004,43.8
Switzerland,CHE,2005,46.35
Switzerland,CHE,2006,48
Switzerland,CHE,2007,51.97
Switzerland,CHE,2008,55.85
Switzerland,CHE,2009,55.22
Switzerland,CHE,2010,56.39
Switzerland,CHE,2011,60.87
Switzerland,CHE,2012,63.6
Switzerland,CHE,2013,65.01
Switzerland,CHE,2014,65.42
Taiwan,TWN,1951,1.74
Taiwan,TWN,1952,1.84
Taiwan,TWN,1953,1.98
Taiwan,TWN,1954,2.1
Taiwan,TWN,1955,2.24
Taiwan,TWN,1956,2.4
Taiwan,TWN,1957,2.56
Taiwan,TWN,1958,2.74
Taiwan,TWN,1959,2.97
Taiwan,TWN,1960,3.23
Taiwan,TWN,1961,3.32
Taiwan,TWN,1962,3.46
Taiwan,TWN,1963,3.69
Taiwan,TWN,1964,4.07
Taiwan,TWN,1965,4.51
Taiwan,TWN,1966,4.78
Taiwan,TWN,1967,5.06
Taiwan,TWN,1968,5.37
Taiwan,TWN,1969,5.55
Taiwan,TWN,1970,5.86
Taiwan,TWN,1971,6.42
Taiwan,TWN,1972,7
Taiwan,TWN,1973,7.35
Taiwan,TWN,1974,7.32
Taiwan,TWN,1975,7.61
Taiwan,TWN,1976,8.57
Taiwan,TWN,1977,9.02
Taiwan,TWN,1978,9.86
Taiwan,TWN,1979,10.33
Taiwan,TWN,1980,10.97
Taiwan,TWN,1981,11.52
Taiwan,TWN,1982,11.91
Taiwan,TWN,1983,12.57
Taiwan,TWN,1984,13.48
Taiwan,TWN,1985,13.47
Taiwan,TWN,1986,14.97
Taiwan,TWN,1987,16.62
Taiwan,TWN,1988,17.6
Taiwan,TWN,1989,18.98
Taiwan,TWN,1990,21.03
Taiwan,TWN,1991,22.09
Taiwan,TWN,1992,23.12
Taiwan,TWN,1993,24.2
Taiwan,TWN,1994,24.94
Taiwan,TWN,1995,26.15
Taiwan,TWN,1996,28.07
Taiwan,TWN,1997,29.82
Taiwan,TWN,1998,30.64
Taiwan,TWN,1999,31.42
Taiwan,TWN,2000,33.24
Taiwan,TWN,2001,33.09
Taiwan,TWN,2002,34.29
Taiwan,TWN,2003,34.59
Taiwan,TWN,2004,35.39
Taiwan,TWN,2005,37.17
Taiwan,TWN,2006,36.91
Taiwan,TWN,2007,37.71
Taiwan,TWN,2008,36.54
Taiwan,TWN,2009,36.06
Taiwan,TWN,2010,38.72
Taiwan,TWN,2011,39.43
Taiwan,TWN,2012,38.84
Taiwan,TWN,2013,39.46
Taiwan,TWN,2014,41.03
Thailand,THA,1970,2.31
Thailand,THA,1971,2.41
Thailand,THA,1972,2.6
Thailand,THA,1973,2.71
Thailand,THA,1974,3.06
Thailand,THA,1975,3.06
Thailand,THA,1976,3.33
Thailand,THA,1977,3.27
Thailand,THA,1978,3.39
Thailand,THA,1979,3.62
Thailand,THA,1980,3.2
Thailand,THA,1981,3.65
Thailand,THA,1982,3.18
Thailand,THA,1983,3.64
Thailand,THA,1984,3.63
Thailand,THA,1985,3.73
Thailand,THA,1986,3.66
Thailand,THA,1987,3.77
Thailand,THA,1988,4
Thailand,THA,1989,4.26
Thailand,THA,1990,4.35
Thailand,THA,1991,4.9
Thailand,THA,1992,5.18
Thailand,THA,1993,5.57
Thailand,THA,1994,6.09
Thailand,THA,1995,6.8
Thailand,THA,1996,7.44
Thailand,THA,1997,6.69
Thailand,THA,1998,5.93
Thailand,THA,1999,5.96
Thailand,THA,2000,6
Thailand,THA,2001,6.04
Thailand,THA,2002,6.16
Thailand,THA,2003,6.66
Thailand,THA,2004,6.93
Thailand,THA,2005,7.52
Thailand,THA,2006,7.88
Thailand,THA,2007,8.35
Thailand,THA,2008,8.73
Thailand,THA,2009,8.37
Thailand,THA,2010,9.45
Thailand,THA,2011,9.99
Thailand,THA,2012,10.8
Thailand,THA,2013,10.39
Thailand,THA,2014,10.46
Trinidad and Tobago,TTO,1991,20.47
Trinidad and Tobago,TTO,1992,19.44
Trinidad and Tobago,TTO,1993,17.94
Trinidad and Tobago,TTO,1994,17.24
Trinidad and Tobago,TTO,1995,16.59
Trinidad and Tobago,TTO,1996,15.6
Trinidad and Tobago,TTO,1997,15.26
Trinidad and Tobago,TTO,1998,14.38
Trinidad and Tobago,TTO,1999,16.41
Trinidad and Tobago,TTO,2000,19.12
Trinidad and Tobago,TTO,2001,17.71
Trinidad and Tobago,TTO,2002,18.15
Trinidad and Tobago,TTO,2003,23.05
Trinidad and Tobago,TTO,2004,24.2
Trinidad and Tobago,TTO,2005,29.59
Trinidad and Tobago,TTO,2006,33.99
Trinidad and Tobago,TTO,2007,37.58
Trinidad and Tobago,TTO,2008,43.84
Trinidad and Tobago,TTO,2009,30.7
Trinidad and Tobago,TTO,2010,34.29
Trinidad and Tobago,TTO,2011,38.64
Trinidad and Tobago,TTO,2012,39.7
Trinidad and Tobago,TTO,2013,38.71
Trinidad and Tobago,TTO,2014,39.12
Turkey,TUR,1950,2.68
Turkey,TUR,1951,3.31
Turkey,TUR,1952,3.7
Turkey,TUR,1953,4.14
Turkey,TUR,1954,3.78
Turkey,TUR,1955,4.13
Turkey,TUR,1956,4.38
Turkey,TUR,1957,5.29
Turkey,TUR,1958,5.79
Turkey,TUR,1959,5.64
Turkey,TUR,1960,5.45
Turkey,TUR,1961,5.51
Turkey,TUR,1962,5.9
Turkey,TUR,1963,6.4
Turkey,TUR,1964,6.56
Turkey,TUR,1965,6.68
Turkey,TUR,1966,7.65
Turkey,TUR,1967,7.88
Turkey,TUR,1968,8.45
Turkey,TUR,1969,8.88
Turkey,TUR,1970,9.32
Turkey,TUR,1971,9.49
Turkey,TUR,1972,10.09
Turkey,TUR,1973,10.52
Turkey,TUR,1974,11.64
Turkey,TUR,1975,12.48
Turkey,TUR,1976,13.75
Turkey,TUR,1977,13.24
Turkey,TUR,1978,12.63
Turkey,TUR,1979,12.41
Turkey,TUR,1980,12.08
Turkey,TUR,1981,13.42
Turkey,TUR,1982,13.35
Turkey,TUR,1983,13.94
Turkey,TUR,1984,15.08
Turkey,TUR,1985,15.45
Turkey,TUR,1986,16.3
Turkey,TUR,1987,18
Turkey,TUR,1988,18.15
Turkey,TUR,1989,17.25
Turkey,TUR,1990,18.28
Turkey,TUR,1991,17.04
Turkey,TUR,1992,17.43
Turkey,TUR,1993,19.9
Turkey,TUR,1994,17.67
Turkey,TUR,1995,18.54
Turkey,TUR,1996,20.12
Turkey,TUR,1997,21.21
Turkey,TUR,1998,20.12
Turkey,TUR,1999,18.61
Turkey,TUR,2000,21.08
Turkey,TUR,2001,20.3
Turkey,TUR,2002,20.24
Turkey,TUR,2003,19.46
Turkey,TUR,2004,21.95
Turkey,TUR,2005,23.46
Turkey,TUR,2006,25.38
Turkey,TUR,2007,27.29
Turkey,TUR,2008,28.89
Turkey,TUR,2009,28.43
Turkey,TUR,2010,29.77
Turkey,TUR,2011,31.41
Turkey,TUR,2012,32.35
Turkey,TUR,2013,32.95
Turkey,TUR,2014,33.78
United Kingdom,GBR,1950,9.86
United Kingdom,GBR,1951,9.98
United Kingdom,GBR,1952,9.9
United Kingdom,GBR,1953,10.27
United Kingdom,GBR,1954,10.48
United Kingdom,GBR,1955,10.66
United Kingdom,GBR,1956,10.82
United Kingdom,GBR,1957,11.08
United Kingdom,GBR,1958,11.37
United Kingdom,GBR,1959,11.59
United Kingdom,GBR,1960,11.93
United Kingdom,GBR,1961,12.29
United Kingdom,GBR,1962,12.49
United Kingdom,GBR,1963,12.87
United Kingdom,GBR,1964,13.48
United Kingdom,GBR,1965,13.88
United Kingdom,GBR,1966,14.36
United Kingdom,GBR,1967,15
United Kingdom,GBR,1968,15.77
United Kingdom,GBR,1969,16.11
United Kingdom,GBR,1970,16.88
United Kingdom,GBR,1971,17.51
United Kingdom,GBR,1972,18.17
United Kingdom,GBR,1973,19.08
United Kingdom,GBR,1974,18.84
United Kingdom,GBR,1975,18.9
United Kingdom,GBR,1976,20.07
United Kingdom,GBR,1977,21.12
United Kingdom,GBR,1978,22.56
United Kingdom,GBR,1979,24.07
United Kingdom,GBR,1980,24.81
United Kingdom,GBR,1981,25.39
United Kingdom,GBR,1982,26.08
United Kingdom,GBR,1983,26.67
United Kingdom,GBR,1984,26.47
United Kingdom,GBR,1985,26.62
United Kingdom,GBR,1986,27.36
United Kingdom,GBR,1987,28.27
United Kingdom,GBR,1988,28.5
United Kingdom,GBR,1989,28.68
United Kingdom,GBR,1990,29.53
United Kingdom,GBR,1991,30.21
United Kingdom,GBR,1992,31.74
United Kingdom,GBR,1993,33.29
United Kingdom,GBR,1994,33.91
United Kingdom,GBR,1995,35.11
United Kingdom,GBR,1996,36.68
United Kingdom,GBR,1997,39.05
United Kingdom,GBR,1998,39.54
United Kingdom,GBR,1999,40.75
United Kingdom,GBR,2000,43.61
United Kingdom,GBR,2001,44.45
United Kingdom,GBR,2002,44.71
United Kingdom,GBR,2003,44.67
United Kingdom,GBR,2004,45.89
United Kingdom,GBR,2005,47.36
United Kingdom,GBR,2006,47.64
United Kingdom,GBR,2007,47.12
United Kingdom,GBR,2008,47.65
United Kingdom,GBR,2009,45.69
United Kingdom,GBR,2010,45.12
United Kingdom,GBR,2011,45.49
United Kingdom,GBR,2012,46.14
United Kingdom,GBR,2013,48.28
United Kingdom,GBR,2014,48.07
United States,USA,1950,18.24
United States,USA,1951,18.55
United States,USA,1952,18.99
United States,USA,1953,19.64
United States,USA,1954,20.17
United States,USA,1955,21.01
United States,USA,1956,21.14
United States,USA,1957,21.79
United States,USA,1958,22.35
United States,USA,1959,23.15
United States,USA,1960,23.62
United States,USA,1961,24.4
United States,USA,1962,25.23
United States,USA,1963,26.15
United States,USA,1964,27.03
United States,USA,1965,27.83
United States,USA,1966,28.63
United States,USA,1967,29
United States,USA,1968,29.82
United States,USA,1969,30.04
United States,USA,1970,30.62
United States,USA,1971,31.9
United States,USA,1972,32.8
United States,USA,1973,33.78
United States,USA,1974,33.36
United States,USA,1975,34.18
United States,USA,1976,35.14
United States,USA,1977,35.58
United States,USA,1978,36
United States,USA,1979,36.27
United States,USA,1980,36.25
United States,USA,1981,37.13
United States,USA,1982,36.78
United States,USA,1983,37.77
United States,USA,1984,38.68
United States,USA,1985,39.19
United States,USA,1986,39.98
United States,USA,1987,40.25
United States,USA,1988,40.66
United States,USA,1989,40.94
United States,USA,1990,41.59
United States,USA,1991,42.18
United States,USA,1992,43.87
United States,USA,1993,44.24
United States,USA,1994,44.8
United States,USA,1995,45.02
United States,USA,1996,46.25
United States,USA,1997,46.99
United States,USA,1998,48.04
United States,USA,1999,49.25
United States,USA,2000,50.62
United States,USA,2001,51.62
United States,USA,2002,53
United States,USA,2003,54.73
United States,USA,2004,56.24
United States,USA,2005,57.3
United States,USA,2006,57.84
United States,USA,2007,58.49
United States,USA,2008,58.9
United States,USA,2009,60.43
United States,USA,2010,62.08
United States,USA,2011,62.16
United States,USA,2012,62.58
United States,USA,2013,62.94
United States,USA,2014,63.36
Uruguay,URY,1990,10.64
Uruguay,URY,1991,11.3
Uruguay,URY,1992,12.54
Uruguay,URY,1993,12.89
Uruguay,URY,1994,13.62
Uruguay,URY,1995,13.35
Uruguay,URY,1996,14.55
Uruguay,URY,1997,14.75
Uruguay,URY,1998,15.98
Uruguay,URY,1999,15.46
Uruguay,URY,2000,15.19
Uruguay,URY,2001,14.56
Uruguay,URY,2002,14.23
Uruguay,URY,2003,14.1
Uruguay,URY,2004,14.11
Uruguay,URY,2005,14.46
Uruguay,URY,2006,15.13
Uruguay,URY,2007,15.87
Uruguay,URY,2008,17.28
Uruguay,URY,2009,18.54
Uruguay,URY,2010,20.96
Uruguay,URY,2011,21.57
Uruguay,URY,2012,23.08
Uruguay,URY,2013,24.58
Uruguay,URY,2014,25.63
Venezuela,VEN,1950,8.09
Venezuela,VEN,1951,8.72
Venezuela,VEN,1952,9.73
Venezuela,VEN,1953,9.77
Venezuela,VEN,1954,10.54
Venezuela,VEN,1955,10.9
Venezuela,VEN,1956,11.47
Venezuela,VEN,1957,12.25
Venezuela,VEN,1958,12.59
Venezuela,VEN,1959,12.87
Venezuela,VEN,1960,11.74
Venezuela,VEN,1961,11.83
Venezuela,VEN,1962,12.41
Venezuela,VEN,1963,13.01
Venezuela,VEN,1964,14.14
Venezuela,VEN,1965,14.28
Venezuela,VEN,1966,14.03
Venezuela,VEN,1967,14.2
Venezuela,VEN,1968,15.49
Venezuela,VEN,1969,16.04
Venezuela,VEN,1970,17.7
Venezuela,VEN,1971,16.53
Venezuela,VEN,1972,16.46
Venezuela,VEN,1973,17.63
Venezuela,VEN,1974,21.29
Venezuela,VEN,1975,19.65
Venezuela,VEN,1976,19.62
Venezuela,VEN,1977,19.32
Venezuela,VEN,1978,18.31
Venezuela,VEN,1979,18.78
Venezuela,VEN,1980,17.65
Venezuela,VEN,1981,17.04
Venezuela,VEN,1982,15.86
Venezuela,VEN,1983,15.94
Venezuela,VEN,1984,16.28
Venezuela,VEN,1985,14.83
Venezuela,VEN,1986,13.2
Venezuela,VEN,1987,12.85
Venezuela,VEN,1988,12.64
Venezuela,VEN,1989,11.85
Venezuela,VEN,1990,12.51
Venezuela,VEN,1991,13.05
Venezuela,VEN,1992,13.05
Venezuela,VEN,1993,11.93
Venezuela,VEN,1994,11.21
Venezuela,VEN,1995,11.75
Venezuela,VEN,1996,11.56
Venezuela,VEN,1997,11.45
Venezuela,VEN,1998,10.23
Venezuela,VEN,1999,10.55
Venezuela,VEN,2000,12.4
Venezuela,VEN,2001,11.72
Venezuela,VEN,2002,11.3
Venezuela,VEN,2003,10.91
Venezuela,VEN,2004,13.23
Venezuela,VEN,2005,15.78
Venezuela,VEN,2006,17.59
Venezuela,VEN,2007,19.2
Venezuela,VEN,2008,21.66
Venezuela,VEN,2009,18.97
Venezuela,VEN,2010,22.61
Venezuela,VEN,2011,23.99
Venezuela,VEN,2012,24.52
Venezuela,VEN,2013,22.51
Venezuela,VEN,2014,20.54
Vietnam,VNM,1970,0.92
Vietnam,VNM,1971,0.91
Vietnam,VNM,1972,1.01
Vietnam,VNM,1973,0.96
Vietnam,VNM,1974,0.99
Vietnam,VNM,1975,0.89
Vietnam,VNM,1976,0.95
Vietnam,VNM,1977,1.07
Vietnam,VNM,1978,1.07
Vietnam,VNM,1979,1.13
Vietnam,VNM,1980,1.14
Vietnam,VNM,1981,1.15
Vietnam,VNM,1982,1.1
Vietnam,VNM,1983,1.11
Vietnam,VNM,1984,1.14
Vietnam,VNM,1985,1.06
Vietnam,VNM,1986,1.04
Vietnam,VNM,1987,1.04
Vietnam,VNM,1988,1.07
Vietnam,VNM,1989,1.04
Vietnam,VNM,1990,1.03
Vietnam,VNM,1991,1.14
Vietnam,VNM,1992,1.19
Vietnam,VNM,1993,1.31
Vietnam,VNM,1994,1.35
Vietnam,VNM,1995,1.38
Vietnam,VNM,1996,1.56
Vietnam,VNM,1997,1.69
Vietnam,VNM,1998,1.77
Vietnam,VNM,1999,1.7
Vietnam,VNM,2000,1.86
Vietnam,VNM,2001,1.98
Vietnam,VNM,2002,2.17
Vietnam,VNM,2003,2.33
Vietnam,VNM,2004,2.49
Vietnam,VNM,2005,2.7
Vietnam,VNM,2006,2.81
Vietnam,VNM,2007,3.03
Vietnam,VNM,2008,3.09
Vietnam,VNM,2009,3.06
Vietnam,VNM,2010,3.39
Vietnam,VNM,2011,3.67
Vietnam,VNM,2012,3.75
Vietnam,VNM,2013,3.93
Vietnam,VNM,2014,4.15